30303 ,ACUTE ALCOHOLIC INTOXICATION ,F1020  ,"Alcohol dependence, uncomplicated",,,
30390 ,OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE ,F1021  ,"Alcohol dependence, in remission",,,
30391 ,OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE ,F10220  ,"Alcohol dependence with intoxication, uncomplicated",,,
30392 ,OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE ,F10221  ,Alcohol dependence with intoxication delirium,,,
30393 ,OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE ,F10229  ,"Alcohol dependence with intoxication, unspecified",,,
30500 ,"NONDEPENDENT ABUSE OF DRUGS, ALCOHOL ABUSE ",F10230  ,"Alcohol dependence with withdrawal, uncomplicated",,,
30501 ,"NONDEPENDENT ABUSE OF DRUGS, ALCOHOL ABUSE ",F10231  ,Alcohol dependence with withdrawal delirium,,,
30502 ,"NONDEPENDENT ABUSE OF DRUGS, ALCOHOL ABUSE ",F10232  ,Alcohol dependence with withdrawal with perceptual disturbance,,,
30503 ,"NONDEPENDENT ABUSE OF DRUGS, ALCOHOL ABUSE ",F10239  ,"Alcohol dependence with withdrawal, unspecified",,,
4255  ,ALCOHOLIC CARDIOMYOPATHY  ,F1024  ,Alcohol dependence with alcohol-induced mood disorder,,,
5710  ,ALCOHOLIC FATTY LIVER ,F10250  ,Alcohol dependence with alcohol-induced psychotic disorder with delusions,,,
5711  ,ACUTE ALCOHOLIC HEPATITIS ,F10251  ,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,,,
5712  ,ALCOHOLIC CIRRHOSIS OF LIVER ,F10259  ,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified",,,
5713  ,"ALCOHOLIC LIVER DAMAGE, UNSPECIFIED ",F1026  ,Alcohol dependence with alcohol-induced persisting amnestic disorder,,,
53530 ,"ALCOHOLIC GASTRITIS, WITHOUT MENTION OF HEMORRHAGE  ",F1027  ,Alcohol dependence with alcohol-induced persisting dementia,,,
53531 ,"ALCOHOLIC GASTRITIS, WITH HEMORRHAGE   ",F10280  ,Alcohol dependence with alcohol-induced anxiety disorder,,,
9800  ,"TOXIC EFFECT OF ALCOHOL, ETHYL ALCOHOL ",F10281  ,Alcohol dependence with alcohol-induced sexual dysfunction,,,
9809  ,"TOXIC EFFECT OF ALCOHOL, UNSPECIFIED ALCOHOL",F10282  ,Alcohol dependence with alcohol-induced sleep disorder,,,
,,F10288  ,Alcohol dependence with other alcohol-induced disorder,,,
,,F1029  ,Alcohol dependence with unspecified alcohol-induced disorder,,,
,,F10920  ,"Alcohol use, unspecified with intoxication, uncomplicated",,,
,,F10921  ,"Alcohol use, unspecified with intoxication delirium",,,
,,F10929  ,"Alcohol use, unspecified with intoxication, unspecified",,,
,,F1094  ,"Alcohol use, unspecified with alcohol-induced mood disorder",,,
,,F10950  ,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",,,
,,F10951  ,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",,,
,,F10959  ,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified",,,
,,F1096  ,"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder",,,
,,F1097  ,"Alcohol use, unspecified with alcohol-induced persisting dementia",,,
,,F10980  ,"Alcohol use, unspecified with alcohol-induced anxiety disorder",,,
,,F10981  ,"Alcohol use, unspecified with alcohol-induced sexual dysfunction",,,
,,F10982  ,"Alcohol use, unspecified with alcohol-induced sleep disorder",,,
,,F10988  ,"Alcohol use, unspecified with other alcohol-induced disorder",,,
,,F1099  ,"Alcohol use, unspecified with unspecified alcohol-induced disorder",,,
,,I426  ,Alcoholic cardiomyopathy,,,
,,K2920  ,Alcoholic gastritis without bleeding,,,
,,K2921  ,Alcoholic gastritis with bleeding,,,
,,K700  ,Alcoholic fatty liver,,,
,,K7010  ,Alcoholic hepatitis without ascites,,,
,,K7011  ,Alcoholic hepatitis with ascites,,,
,,K702  ,Alcoholic fibrosis and sclerosis of liver,,,
,,K7030  ,Alcoholic cirrhosis of liver without ascites,,,
,,K7031  ,Alcoholic cirrhosis of liver with ascites,,,
,,K7040  ,Alcoholic hepatic failure without coma,,,
,,K7041  ,Alcoholic hepatic failure with coma,,,
,,K709  ,"Alcoholic liver disease, unspecified",,,
,,T510X1A  ,"Toxic effect of ethanol, accidental (unintentional), initial encounter",,,
,,T510X2A  ,"Toxic effect of ethanol, intentional self-harm, initial encounter",,,
,,T510X3A  ,"Toxic effect of ethanol, assault, initial encounter",,,
,,T510X4A  ,"Toxic effect of ethanol, undetermined, initial encounter",,,
,,T5191XA  ,"Toxic effect of unspecified alcohol, accidental (unintentional), initial encounter",,,
,,T5192XA  ,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter",,,
,,T5193XA  ,"Toxic effect of unspecified alcohol, assault, initial encounter",,,
,,T5194XA  ,"Toxic effect of unspecified alcohol, undetermined, initial encounter",,,
,,,,,,
Anemia diagnosis codes: (FTR6EX),,,,,,
ICD-9-CM,Description,ICD-10-CM,Description,,,
2800 ,SECONDARY TO BLOOD LOSS [CHRONIC] ,D500  ,Iron deficiency anemia secondary to blood loss (chronic),,,
2851 ,ACUTE POSTHEMORRHAGIC ANEMIA ,D62  ,Acute posthemorrhagic anemia,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
