,,H59311  ,Postprocedural hemorrhage and hematoma of right eye and adnexa following an ophthalmic procedure,,,
,,H59312  ,Postprocedural hemorrhage and hematoma of left eye and adnexa following an ophthalmic procedure,,,
,,H59313  ,"Postprocedural hemorrhage and hematoma of eye and adnexa following an ophthalmic procedure, bilateral",,,
,,H59319  ,Postprocedural hemorrhage and hematoma of unspecified eye and adnexa following an ophthalmic procedure,,,
,,H59321  ,Postprocedural hemorrhage and hematoma of right eye and adnexa following other procedure,,,
,,H59322  ,Postprocedural hemorrhage and hematoma of left eye and adnexa following other procedure,,,
,,H59323  ,"Postprocedural hemorrhage and hematoma of eye and adnexa following other procedure, bilateral",,,
,,H59329  ,Postprocedural hemorrhage and hematoma of unspecified eye and adnexa following other procedure,,,
,,H9521  ,Intraoperative hemorrhage and hematoma of ear and mastoid process complicating a procedure on the ear and mastoid process,,,
,,H9522  ,Intraoperative hemorrhage and hematoma of ear and mastoid process complicating other procedure,,,
,,H9541  ,Postprocedural hemorrhage and hematoma of ear and mastoid process following a procedure on the ear and mastoid process,,,
,,H9542  ,Postprocedural hemorrhage and hematoma of ear and mastoid process following other procedure,,,
,,I97410  ,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a cardiac catheterization,,,
,,I97411  ,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a cardiac bypass,,,
,,I97418  ,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating other circulatory system procedure,,,
,,I9742  ,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating other procedure,,,
,,I97610  ,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following a cardiac catheterization,,,
,,I97611  ,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following cardiac bypass,,,
,,I97618  ,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following other circulatory system procedure,,,
,,I9762  ,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following other procedure,,,
,,J9561  ,Intraoperative hemorrhage and hematoma of a respiratory system organ or structure complicating a respiratory system procedure,,,
,,J9562  ,Intraoperative hemorrhage and hematoma of a respiratory system organ or structure complicating other procedure,,,
,,J95830  ,Postprocedural hemorrhage and hematoma of a respiratory system organ or structure following a respiratory system procedure,,,
,,J95831  ,Postprocedural hemorrhage and hematoma of a respiratory system organ or structure following other procedure,,,
,,K661  ,Hemoperitoneum,,,
,,K9161  ,Intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating a digestive sytem procedure,,,
,,K9162  ,Intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating other procedure,,,
,,K91840  ,Postprocedural hemorrhage and hematoma of a digestive system organ or structure following a digestive system procedure,,,
,,K91841  ,Postprocedural hemorrhage and hematoma of a digestive system organ or structure following other procedure,,,
,,L7601  ,Intraoperative hemorrhage and hematoma of skin and subcutaneous tissue complicating a dermatologic procedure,,,
,,L7602  ,Intraoperative hemorrhage and hematoma of skin and subcutaneous tissue complicating other procedure,,,
,,L7621  ,Postprocedural hemorrhage and hematoma of skin and subcutaneous tissue following a dermatologic procedure,,,
,,L7622  ,Postprocedural hemorrhage and hematoma of skin and subcutaneous tissue following other procedure,,,
,,M96810  ,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating a musculoskeletal system procedure,,,
,,M96811  ,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating other procedure,,,
,,M96830  ,Postprocedural hemorrhage and hematoma of a musculoskeletal structure following a musculoskeletal system procedure,,,
,,M96831  ,Postprocedural hemorrhage and hematoma of a musculoskeletal structure following other procedure,,,
,,N9961  ,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating a genitourinary system procedure,,,
,,N9962  ,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating other procedure,,,
,,N99820  ,Postprocedural hemorrhage and hematoma of a genitourinary system organ or structure following a genitourinary system procedure,,,
,,N99821  ,Postprocedural hemorrhage and hematoma of a genitourinary system organ or structure following other procedure,,,
,,R58  ,"Hemorrhage, not elsewhere classified",,,
,,T792XXA  ,"Traumatic secondary and recurrent hemorrhage and seroma, initial encounter",,,
,,,,,,
Gastrointestinal hemorrhage diagnosis codes: (GASTRID),,,,,,
ICD-9-CM,Description,ICD-10-CM,Description,,,
4560  ,ESOPHAGEAL VARICES WITH BLEEDING ,I8501  ,Esophageal varices with bleeding,,,
45620 ,ESOPHAGEAL VARICES IN DISEASES CLASSIFIED ELSEWHERE WITH BLEEDING ,I8511  ,Secondary esophageal varices with bleeding,,,
5307  ,GASTROESOPHAGEAL LACERATION- HEMORRHAGE SYNDROME ,K2211  ,Ulcer of esophagus with bleeding,,,
53021 ,ULCER OF ESOPHAGUS WITH BLEEDING ,K226  ,Gastro-esophageal laceration-hemorrhage syndrome,,,
53082 ,ESOPHAGEAL HEMORRHAGE ,K250  ,Acute gastric ulcer with hemorrhage,,,
53100 ,GASTRIC ULCER ACUTE WITH HEMORRHAGE - WITHOUT MENTION OF OBSTRUCTION ,K252  ,Acute gastric ulcer with both hemorrhage and perforation,,,
53101 ,GASTRIC ULCER ACUTE WITH HEMORRHAGE - WITH OBSTRUCTION ,K254  ,Chronic or unspecified gastric ulcer with hemorrhage,,,
53120 ,GASTRIC ULCER ACUTE WITH HEMORRHAGE AND PERFORATION - WITHOUT MENTION OF OBSTRUCTION ,K256  ,Chronic or unspecified gastric ulcer with both hemorrhage and perforation,,,
53121 ,"GASTRIC ULCER, ACUTE WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ",K260  ,Acute duodenal ulcer with hemorrhage,,,
53140 ,GASTRIC ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE -WITHOUT MENTION OF OBSTRUCTION ,K262  ,Acute duodenal ulcer with both hemorrhage and perforation,,,
53141 ,GASTRIC ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE - WITH OBSTRUCTION ,K264  ,Chronic or unspecified duodenal ulcer with hemorrhage,,,
53160 ,GASTRIC ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION - WITHOUT MENTION OF OBSTRUCTION ,K266  ,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,,,
53161 ,GASTRIC ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ,K270  ,"Acute peptic ulcer, site unspecified, with hemorrhage",,,
53200 ,DUODENAL ULCER ACUTE WITH HEMORRHAGE - WITHOUT MENTION OF OBSTRUCTION ,K272  ,"Acute peptic ulcer, site unspecified, with both hemorrhage and perforation",,,
53201 ,DUODENAL ULCER ACUTE WITH HEMORRHAGE - WITH OBSTRUCTION ,K274  ,"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage",,,
53220 ,DUODENAL ULCER ACUTE WITH HEMORRHAGE AND PERFORATION - WITHOUT MENTION OF OBSTRUCTION ,K276  ,"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation",,,
53221 ,DUODENAL ULCER ACUTE WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ,K280  ,Acute gastrojejunal ulcer with hemorrhage,,,
53240 ,DUODENAL ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE - WITHOUT MENTION OF OBSTRUCTION ,K282  ,Acute gastrojejunal ulcer with both hemorrhage and perforation,,,
53241 ,DUODENAL ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE - WITH OBSTRUCTION ,K284  ,Chronic or unspecified gastrojejunal ulcer with hemorrhage,,,
53260 ,DUODENAL ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION - WITHOUT MENTION OF OBSTRUCTION ,K286  ,Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation,,,
53261 ,DUODENAL ULCER CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ,K2901  ,Acute gastritis with bleeding,,,
53300 ,"PEPTIC ULCER, SITE UNSPECIFIED ACUTE WITH HEMORRHAGE - WITHOUT MENTION OF OBSTRUCTION ",K2921  ,Alcoholic gastritis with bleeding,,,
53301 ,"PEPTIC ULCER, SITE UNSPECIFIED, ACUTE WITH HEMORRHAGE - WITH OBSTRUCTION ",K2931  ,Chronic superficial gastritis with bleeding,,,
53320 ,"PEPTIC ULCER, SITE UNSPECIFIED, ACUTE WITH HEMORRHAGE AND PERFORATION - WITHOUT MENTION OF OBSTRUCTION ",K2941  ,Chronic atrophic gastritis with bleeding,,,
53321 ,"PEPTIC ULCER, SITE UNSPECIFIED, ACUTE WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ",K2951  ,Unspecified chronic gastritis with bleeding,,,
53340 ,"PEPTIC ULCER, SITE UNSPECIFIED CHRONIC OR UNSPECIFIED WITH HEMORRHAGE - WITHOUT MENTION OF OBSTRUCTION ",K2961  ,Other gastritis with bleeding,,,
53341 ,"PEPTIC ULCER, SITE UNSPECIFIED, CHRONIC OR UNSPECIFIED WITH HEMORRHAGE - WITH OBSTRUCTION ",K2971  ,"Gastritis, unspecified, with bleeding",,,
53360 ,"PEPTIC ULCER, SITE UNSPECIFIED, CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION -WITHOUT MENTION OF OBSTRUCTION ",K2981  ,Duodenitis with bleeding,,,
53361 ,"PEPTIC ULCER, SITE UNSPECIFIED, CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ",K2991  ,"Gastroduodenitis, unspecified, with bleeding",,,
53400 ,"GASTROJEJUNAL ULCER, ACUTE WITH HEMORRHAGE - WITHOUT MENTION OF OBSTRUCTION ",K31811  ,Angiodysplasia of stomach and duodenum with bleeding,,,
53401 ,"GASTROJEJUNAL ULCER, ACUTE WITH HEMORRHAGE - WITH OBSTRUCTION ",K3182  ,Dieulafoy lesion (hemorrhagic) of stomach and duodenum,,,
53420 ,"GASTROJEJUNAL ULCER, ACUTE WITH HEMORRHAGE AND PERFORATION - WITHOUT MENTION OF OBSTRUCTION ",K5521  ,Angiodysplasia of colon with hemorrhage,,,
53421 ,"GASTROJEJUNAL ULCER, ACUTE WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ",K5701  ,Diverticulitis of small intestine with perforation and abscess with bleeding,,,
53440 ,"GASTROJEJUNAL ULCER, CHRONIC OR UNSPECIFIED WITH HEMORRHAGE - WITHOUT MENTION OF OBSTRUCTION ",K5711  ,Diverticulosis of small intestine without perforation or abscess with bleeding,,,
53441 ,"GASTROJEJUNAL ULCER, CHRONIC OR UNSPECIFIED WITH HEMORRHAGE - WITH OBSTRUCTION ",K5713  ,Diverticulitis of small intestine without perforation or abscess with bleeding,,,
53460 ,"GASTROJEJUNAL ULCER, CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION - WITHOUT MENTION OF OBSTRUCTION ",K5721  ,Diverticulitis of large intestine with perforation and abscess with bleeding,,,
53461 ,"GASTROJEJUNAL ULCER, CHRONIC OR UNSPECIFIED WITH HEMORRHAGE AND PERFORATION - WITH OBSTRUCTION ",K5731  ,Diverticulosis of large intestine without perforation or abscess with bleeding,,,
53501 ,"GASTRITIS AND DUODENITIS, ACUTE GASTRITIS WITH HEMORRHAGE ",K5733  ,Diverticulitis of large intestine without perforation or abscess with bleeding,,,
53511 ,"GASTRITIS AND DUODENITIS, ATROPHIC GASTRITIS WITH HEMORRHAGE ",K5741  ,Diverticulitis of both small and large intestine with perforation and abscess with bleeding,,,
53521 ,"GASTRITIS AND DUODENITIS, GASTRIC MUCOSAL HYPERTROPHY, WITH HEMORRHAGE ",K5751  ,Diverticulosis of both small and large intestine without perforation or abscess with bleeding,,,
53531 ,"GASTRITIS AND DUODENITIS, ALCOHOLIC GASTRITIS, WITH HEMORRHAGE ",K5753  ,Diverticulitis of both small and large intestine without perforation or abscess with bleeding,,,
53541 ,"GASTRITIS AND DUODENITIS, OTHER SPECIFIED GASTRITIS - WITH HEMORRHAGE ",K5781  ,"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding",,,
53551 ,"GASTRITIS AND DUODENITIS, UNSPECIFIED GASTRITIS AND GASTRODUODENITIS - WITH HEMORRHAGE ",K5791  ,"Diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding",,,
53561 ,"GASTRITIS AND DUODENITIS, DUODENITIS - WITH HEMORRHAGE ",K5793  ,"Diverticulitis of intestine, part unspecified, without perforation or abscess with bleeding",,,
53783 ,"OTHER SPECIFIED DISORDERS OF STOMACH AND DUODENUM, ANGIODYSPLASIA OF STOMACH AND DUODENUM - WITH HEMORRHAGE ",K625  ,Hemorrhage of anus and rectum,,,
53784 ,DIEULAFOY LESION (HEMORRHAGIC) OF STOMACH AND DUODENUM ,K6381  ,Dieulafoy lesion of intestine,,,
56202 ,DIVERTICULOSIS OF SMALL INTESTINE -WITH HEMORRHAGE ,K920  ,Hematemesis,,,
56203 ,DIVERTICULITIS OF SMALL INTESTINE -WITH HEMORRHAGE ,K921  ,Melena,,,
56212 ,DIVERTICULOSIS OF COLON - WITH HEMORRHAGE ,K922  ,"Gastrointestinal hemorrhage, unspecified",,,
56213 ,DIVERTICULITIS OF COLON - WITH HEMORRHAGE ,,,,,
5693  ,HEMORRHAGE OF RECTUM AND ANUS ,,,,,
56985 ,ANGIODYSPLASIA OF INTESTINE - WITH HEMORRHAGE ,,,,,
56986 ,DIEULAFOY LESION (HEMORRHAGIC) OF INTESTINE ,,,,,
5780  ,"GASTROINTESTINAL HEMORRHAGE, HEMATEMESIS ",,,,,
5781  ,"GASTROINTESTINAL HEMORRHAGE, BLOOD IN STOOL ",,,,,
5789  ,"GASTROINTESTINAL HEMORRHAGE, HEMORRHAGE OF GASTROINTESTINAL TRACT, UNSPECIFIED",,,,,
,,,,,,
Abortion-related shock diagnosis codes: (FTR5EX),,,,,,
ICD-9-CM,Description,ICD-10-CM,Description,,,
63450  ,SPON ABORT W SHOCK-UNSP ,O0331  ,Shock following incomplete spontaneous abortion,,,
63451  ,SPON ABORT W SHOCK-INC ,O0381  ,Shock following complete or unspecified spontaneous abortion,,,
63452  ,SPON ABORT W SHOCK-COMP ,O0481  ,Shock following (induced) termination of pregnancy,,,
63550  ,LEGAL ABORT W SHOCK-UNSP ,O0731  ,Shock following failed attempted termination of pregnancy,,,
63551  ,LEGAL ABORT W SHOCK-INC ,,,,,
63552  ,LEGAL ABORT W SHOCK-COMP ,,,,,
63650  ,ILLEG ABORT W SHOCK-UNSP ,,,,,
63651  ,ILLEG ABORT W SHOCK-INC ,,,,,
63652  ,ILLEG ABORT W SHOCK-COMP ,,,,,
63750  ,ABORT NOS W SHOCK-UNSP ,,,,,
63751  ,ABORT NOS W SHOCK-INC ,,,,,
63752  ,ABORT NOS W SHOCK-COMP ,,,,,
6385   ,ATTEM ABORTION W SHOCK,,,,,
,,,,,,
Lung cancer resection procedure codes: (LUNGCIP),,,,,,
ICD-9-CM,Description,ICD-10-PCS,Description,,,
3230 ,THORACOSCOPIC SURGERY ,0BBC4ZZ  ,"Excision of Right Upper Lung Lobe, Percutaneous Endoscopic Approach",,,
3239 ,OTH SEG LUNG RESECT NOS ,0BBD4ZZ  ,"Excision of Right Middle Lung Lobe, Percutaneous Endoscopic Approach",,,
3241 ,THORACOSCOPIC SURGERY ,0BBF4ZZ  ,"Excision of Right Lower Lung Lobe, Percutaneous Endoscopic Approach",,,
3249 ,LOBECTOMY OF LUNG NEC ,0BBG4ZZ  ,"Excision of Left Upper Lung Lobe, Percutaneous Endoscopic Approach",,,
3250 ,THORACOSCOPIC SURGERY ,0BBH4ZZ  ,"Excision of Lung Lingula, Percutaneous Endoscopic Approach",,,
3259 ,OTHER PNEUMONECTOMY NOS,0BBJ4ZZ  ,"Excision of Left Lower Lung Lobe, Percutaneous Endoscopic Approach",,,
,,0BBK0ZZ  ,"Excision of Right Lung, Open Approach",,,
,,0BBK3ZZ  ,"Excision of Right Lung, Percutaneous Approach",,,
,,0BBK4ZZ  ,"Excision of Right Lung, Percutaneous Endoscopic Approach",,,
,,0BBK7ZZ  ,"Excision of Right Lung, Via Natural or Artificial Opening",,,
,,0BBL0ZZ  ,"Excision of Left Lung, Open Approach",,,
,,0BBL3ZZ  ,"Excision of Left Lung, Percutaneous Approach",,,
,,0BBL4ZZ  ,"Excision of Left Lung, Percutaneous Endoscopic Approach",,,
,,0BBL7ZZ  ,"Excision of Left Lung, Via Natural or Artificial Opening",,,
,,0BTC0ZZ  ,"Resection of Right Upper Lung Lobe, Open Approach",,,
,,0BTC4ZZ  ,"Resection of Right Upper Lung Lobe, Percutaneous Endoscopic Approach",,,
,,0BTD0ZZ  ,"Resection of Right Middle Lung Lobe, Open Approach",,,
,,0BTD4ZZ  ,"Resection of Right Middle Lung Lobe, Percutaneous Endoscopic Approach",,,
,,0BTF0ZZ  ,"Resection of Right Lower Lung Lobe, Open Approach",,,
,,0BTF4ZZ  ,"Resection of Right Lower Lung Lobe, Percutaneous Endoscopic Approach",,,
,,0BTG0ZZ  ,"Resection of Left Upper Lung Lobe, Open Approach",,,
,,0BTG4ZZ  ,"Resection of Left Upper Lung Lobe, Percutaneous Endoscopic Approach",,,
,,0BTH0ZZ  ,"Resection of Lung Lingula, Open Approach",,,
,,0BTH4ZZ  ,"Resection of Lung Lingula, Percutaneous Endoscopic Approach",,,
,,0BTJ0ZZ  ,"Resection of Left Lower Lung Lobe, Open Approach",,,
,,0BTJ4ZZ  ,"Resection of Left Lower Lung Lobe, Percutaneous Endoscopic Approach",,,
,,0BTK0ZZ  ,"Resection of Right Lung, Open Approach",,,
,,0BTK4ZZ  ,"Resection of Right Lung, Percutaneous Endoscopic Approach",,,
,,0BTL0ZZ  ,"Resection of Left Lung, Open Approach",,,
,,0BTL4ZZ  ,"Resection of Left Lung, Percutaneous Endoscopic Approach",,,
,,0BTM0ZZ  ,"Resection of Bilateral Lungs, Open Approach",,,
,,0BTM4ZZ  ,"Resection of Bilateral Lungs, Percutaneous Endoscopic Approach",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
